99|100	et leuis per leuitatem autem tendit in locum proprium, |et in quietem sibi conuenientem: 	leuis per leuitatem autem tendit in locum proprium . inquietem sibi conuenientem 	62
101|102	per caliditatem vero agit in contraria: |ne ergo ignis per quaecunque contraria agentia impediretur, 	per caliditatem autem agit in essentia ne ergo ignis per quecumque contraria agentia in pediretur 	63
103|104	ne per leuitatem in proprio loco quiesceret, |dedit ei natura potentiam calefactiuam, 	ne per leuitatem in proprio loco quiescem dedit ei nam potentiam calefactiuam 	64
105	ut per eam resisteret, et ageret in contraria corruptiua. 	ut per eam resisteret .agent in essentia coruptinam 	65
106	Si ergo igni, 	si igitur igni . 	66
107|108	et rebus inanimatis natura dedit duplicem potentiam, |unam per quam adipiscuntur propriam quietem, 	rebus in animatis natura dedit duplicem potenciam unam per quam adipis contur propriam quietem . aliam per quam agunt in prohibenciaeeniam 	67
109	et aliam per quam agunt in prohibentia et contraria: 		
110|111	multo magis hoc dedit animalibus. |Tribuit ergo eis duplicem appetitum sensitiuum, 	multo magis hoc dedit animalibus tribum ergo eis triplicem appetitum sensitiuum 	68
112	unum per quem prosequuntur propriam quietem, 	unum per quem prosequetur propriam quietem . 	69
113	et propriam delectationem, 	propriam delectationem 	70
114	ut concupiscibilem: 	ut concupiscibilem . 	71
115	et alium per quem resistunt, 	alium perque resistunt . 	72
116|117	et aggrediuntur prohibitiua, |ut contraria, 	aggerdiuntur prohibitum contrariam 	73
118|119	ut irascibilem. |Ita quod concupiscibilis se habet sicut leuitas, 	ut irascibilem ita quod concupiscibilis 	74
120	vel grauitas, 	se habent 	75
121|122	in leuibus, |et grauibus. Irascibilis vero se habet quasi caliditas, 	sicut leuitas uel grauitas in leuibus . grauibus irascibilis uero se habet quasi caliditas . 	76
123	vel frigiditas in eis. 	frintas in eis 	77
124	Nam sicut grauia per grauitatem recedunt a loco sursum tanquam a non conueniente, 	nam sicut grauia per grauitatem recedunt |aloco fursum tam quaa non grinetem . 	78|79
125	et tendunt in locum deorsum tanquam ad locum conuenientem, 	tendunt in locum deorsum tamquam ad locum cinenter . 	80
126|127	et conformem: |per frigiditatem vero resistunt contrariis, 	conformen perfiteritatem notentia resistunt conusne corunpantur a propria natura . 	81
128	ne corrumpantur a propria natura, 	deserant 	82
129|130	et deserant propria loca, |et propriam quietem. 	propria loca spropriam quietem 	83
131	Sic animalia per concupiscibilem fugiunt mala tristia, 	sic ualia per concupiscibilem fugiunt malatristia . 	84
132|133	et prosequuntur bona delectabilia. |Per irascibilem vero aggrediuntur contraria, 	prosequntur bona delectabilia per irascibilem uero aggerdiuntur essentia 	85
134	quae possent ea ab huiusmodi delectationibus prohibere. 	que possent |ea ab huius delectationibeb prohiben 	86|87
135	Ut Leo per concupiscibilem pergit, 	ut leo peroscupiscibilem pergit 	88
136|137	ut prosequatur cibum |tanquam quid delectabile: 	ut prosenquatur cibumi tamqua aliquid delectabilem 	89
138|139	per irascibilem vero aggreditur animalia illa volentia ipsum prohibere in cibo adepto. |Propter quod bene dictum est, 	per irascibilem uero agniditur animalia uolentia ipsum prohibere incibo adepto perpquod bene dictum estemque concupiscibilis respicit bonum . malum 	90
140	quod concupiscibilis respicit bonum, 		
141	et malum 		
142	secundum se: 		
143|144	irascibilis vero respicit bonum, |et malum inquantum habent rationem difficilis, 	secundum se irascibilis uero respicit bonum . malum in quam habent ronem difficilis . 	91
145	et ardui. Nam cum bonum 	ardui nam cum bonum 	92
146	secundum se dicat prosequendum, 	secundum se dicat 	93
147|148	malum vero quid fugiendum: |concupiscibilis, 	qui prosequendum malum uero que fugiendum concupiscibit que 	94
149	quae secundum se tendit in quietem 	secundum se tendit in quietem . 	95
150	et in bona delectabilia, 	in bona delectabilia . 	96
151|152	et fugit mala tristia, |pro obiecto habet mala, 	fugit mala tristia pro obiecto habent bonam . 	97
153	et bona sensibilia 	mala sensibilia 	98
154|155	secundum se considerata. Irascibilis vero, |secundum quam aggredimur, 	secundum se consciderata irascibilis uero secundum quam aggredimur . restimus prohibentibus . nociuis tendit in bona . 	99
156	et resistimus prohibentibus, 		
157	et nociuis, 		
158|159	tendit in bona, et mala sensibilia, |non secundum se considerata, 	mala sensibilia non secundum se consciderata 	100
160|161	sed ut habent rationem ardui, |et difficilis: 	sed ut habent ronem ardui mdifficiliter nam arduitas mdifficultas potissime sunt repugnantia cropimentibusne possimus conseque bonum . 	101
162	nam arduitas, 		
163	et difficultas potissime sunt repugnantia, 		
164	et prohibentia, 		
165|166	ne possimus consequi bonum, |et vitare malum. Imperfecto ergo egisset natura, 	uirare malum imperfem ergo regisset 	102
167	si dedisset animalibus concupiscibilem, 	nam si dedisset animalibus concupiscibilem 	103
168|169	per quam vitarent mala, |et prosequerentur bona, 	per quam uitarent mala . prosequerentur bona 	104
170	nisi dedisset eis irascibilem, 	nisi dedisset 	105
171	per quam aggrederentur impedientia delectationem illam: 	a eis irascibilem per quam aggendirentur impedientia |delectatonem illan 	106|107
172	ut igitur animalia, 	ut igitur animalia 	108
173|174	secundum modum sibi conuenientem, |prout bene possint delectari per concupiscibilem, 	sed modum sibi communientem plene possint delectari 	109
175|176	data est eis irascibilis, |per quam resistant, 	per concupiscibilem data est eius irascibiliter per quam resistant . aggrediantur impedientia delectationem illam duplex 	110
177|178	et aggrediantur impedientia delectationem illam. Duplex est ergo appetitus sensitiuus, |irascibilis, 	est ergo appetitus sensitium irascibilis . 	111
179	et concupiscibilis. Appetitus autem intellectiuus, 	concupiscibili leappetetibus |an intellectiuus 	112|113
180	qui dicitur voluntas, 	qui dicitur uoluntas remanm indiuisus 	114
181	remanet indiuisus. Nam cum intellectus uniuersaliori modo respiciat suum obiectum quam sensus, 	nam cum intellectus ueriori modo respiciat suum obiectum 	115
182	appetitus intellectiuus, 	quamssus appetitus intellectium 	116
183|184	qui sequitur intellectum uniuersaliori modo, |fertur in bonum, 	qui sequitur intellectum ueriori modo fertur bonum 	117
185	quam appetitus secundum sensum: 	quam appetitur |secundum susum . 	118|119
186|187	et quia quanto aliquid |sub uniuersaliori modo accipitur, 	quanto aliquid sibi ueriori modo accipitur 	120
188|189	tanto unum et idem existens ad plura se extendit, |licet appetitus sensitiuus sit alius, 	tanto unum iidem existens ad plura se extendit licet appetitur sensiters sit alius . 	121
190	et alius, 		
191	secundum quem prosequimur delectabilia, 		
192|193	et secundum quem aggredimur terribilia: |appetitus tamen intellectiuus unus, 	alius secundum quem prosequitur delecttabilia secundum sensum . aggredimur terribiliam appetitus 	122
194|195	et idem existens fertur |in omne bonum intelligibile. 	tamen intellecttiuus unus iidem existens in omne bonum intelligibilem 	123
196	Non ergo est alius appetitus intellectiuus, 	non ergo est alius appetitus intellectiuus 	124
197	secundum quem prosequimur bona delectabilia per intellectum, 	secundum |quem prosequitur bonam delectabilia per intellectum . 	125|126
198	et aggredimur bona ardua: 	aggerdimur bona ardua 	127
199	sicut est alius appetitus sensitiuus, 	sicut est alius appetiter sensitium 	128
200	secundum quem prosequimur bona sensibilia delectabilia, 	per quem prosequitur bonam sensibilia delectabilia . 	129
201	et aggredimur terribilia. 	aggredimur terribiliam 	130
202|203	Quare si omnis virtus moralis, vel est in intellectu, |vel in appetitu: 	quare si omnis uirtus imoralis est in intellectu uel in appetitum . 	131
204	et appetitus alius intellectiuus 	appetitus alius estintelletium 	132
205	ut voluntas, 	uel 	133
206|207	alius est sensitiuus: |et hoc duplex, 	uoluntas alius sensitium hoc est alius sensus . hic duple irascibilis . 	134
208|209	irascibilis scilicet, et concupiscibilis: |oportet omnem virtutem moralem, 	concupiscibiliter opertomnem uirtutem moralem uel esse in intellectum uel in uoluntate uel in irascibili uel in concupiscibili accipiendo igituruirtutem moralem large 	135
210|211	vel esse in intellectu, |vel in voluntate, 	prout ipsa prudentia dicitur 	136
212	vel in irascibili, 		
213|214	vel in concupiscibili. Accipiendo ergo virtutem moralem large prout ipsa prudentia dicitur quaedam virtus moralis, |dicere possumus 	quedam uirtus moralis dicem possumus quod secundum has uiomiio potem cias anime inquibus habent 	137
215|216	quod secundum has quatuor potentias animae in quibus habet esse virtus, sumptae sunt quatuor Virtutes Cardinales; |videlicet, Prudentia, 	esse uirtus sunpte suntum uirtutes cardinales sos prudentiam iustina fortitudo. 	138
217|218	Iustitia, Fortitudo, et Temperantia. |Nam Prudentia est in intellectu, 	temperantiam 	139
219|220	Iustitia in voluntate, |Fortitudo in irascibili, 	nam prudentia est in intellectum iusticia in uoluntatem fortitudo in irascibili tenperantia in concupiscibili	140
221	Temperantia in concupiscibili.		
