A	B
0	0
1	1|2
2	3|4
3	5|6
4	7
5	8
6	9|10
7	11|12
8	13
9	14|15
10	16|17
11	18|19
12	20
13|14	21
15	
16	22
17	23|24
	25
18|19	26
20	27
21	28|29
22	30|31
23	32|33
	34
24	35
25	36
26	37
27|28	38
29	39
30	40
31	41
32	42
33	43
34|35	44
36	45
37	46|47
38	48|49
39	50
40	51|52
41	53|54
42|43	55
44	56
45	57
46	58|59
47	60|61
48	62|63
49|50	64
51	65
52|53	66
54	67
55	68
56	69
57	70
58	71
59	72|73
	74
60	75
61	76|77
62	78|79
63	80
64	81
65|66	82
67	83|84
68	85
69	86
70	87|88
